original_row_num,url,crawl_time,crawl_status,error_msg,api,package,language,deprecated_in,removed_in,replaced_by,change_type,reason,source
92,https://wg21.cmeerw.net/cwg/issue2083,2025-11-03 17:07:39,success,,,,C++,,,,Behavior Change,"Resolution of WG21 CWG Issue 2083 identified incorrect cases of odr-use and clarified how potentially evaluated expressions are handled, ensuring consistency with constant expression rules.",https://cmeerw.org/issues/2083
94,https://wg21.cmeerw.net/cwg/issue2323,2025-11-03 17:07:40,success,,is_pod,Annex Clause Annex D [depr],C++,C++20,,,API Deprecation,"The term POD no longer serves a purpose in the standard and restrictions apply to preserve this vestigial property. The term was used in reference to trivial types, and any remaining wording referring to PODs has been replaced or revised for clarity.",https://cmeerw.org (WG21 CWG Issue 2323)
99,https://wg21.cmeerw.net/cwg/issue2273,2025-11-03 17:07:44,success,,,,,,,,,,
96,https://wg21.cmeerw.net/cwg/issue2433,2025-11-03 17:07:40,success,,Variable Templates,WG21 CWG Issues,C++,,,,Behavior Change,The list of entities in section 6.3 [basic.def.odr] that can have multiple definitions across translation units did not include variable templates. This behavior was corrected.,https://cmeerw.org/issues/2433
97,https://wg21.cmeerw.net/cwg/issue1636,2025-11-03 17:07:42,success,,Enumeration Type Bitfield Calculation,Standard C++ Library,C++,,,,Behavior Change,"The calculation for the number of bits required for enumerator values was surprising in certain scenarios (e.g., requiring more bits for single-negative enumerators). This change aims to simplify and make the behavior more consistent.",https://cmeerw.org/issues/1636
98,https://wg21.cmeerw.net/cwg/issue2088,2025-11-03 17:07:43,success,,partial ordering tiebreakers in template deduction,WG21 CWG Issues (C++),C++,,,,Behavior Change,To address late tiebreakers based on false assumptions in scenarios where deduction succeeds both ways for reference types but includes lvalue-vs-rvalue references and cv-qualification considerations.,https://cmeerw.org/issues/2088
100,https://wg21.cmeerw.net/cwg/issue2330,2025-11-03 17:07:45,success,,Variable Templates,,C++,,,,Behavior Change,Ensure consistent support for variable templates and to clarify template instantiation and explicit specialization rules for variable templates in the C++ standard.,https://cplusplus.github.io/CWG/issues.html#2330
102,https://wg21.cmeerw.net/cwg/issue2436,2025-11-03 17:07:46,success,,Copy semantics of coroutine parameters,WG21 CWG Issues (C++ Standard),C++,,,,Behavior Change,The change ensures that coroutine parameters are copied into the coroutine frame with automatic storage duration. It addresses concerns like introducing extra copies and limitations on const-qualified move-only parameter types.,https://cmeerw.org/issues/2436
101,https://wg21.cmeerw.net/cwg/issue2380,2025-11-03 17:07:45,success,,Local Entity ODR-Usability Check via Capture-Default,,C++,,,,Behavior Change,"The rule for determining odr-usability of local entities via capture-default was too broad, resulting in unintended ill-formed programs.",WG21 CWG Issue 2380 (https://cmeerw.org/issues/2380)
104,https://wg21.cmeerw.net/cwg/issue2092,2025-11-03 17:07:47,success,,function call and overload resolution API,C++ Standard Library,C++,,,,Behavior Change,Clarify overload resolution behavior and undefined behavior in function calls where types differ between expressions and definitions.,https://wg21.cmeerw.org/issues/2092
103,https://wg21.cmeerw.net/cwg/issue1640,2025-11-03 17:07:47,success,,Array of abstract instance of class template,,C++,2018-06-15,,"Allowed usage of abstract element type for arrays, prohibiting object creation for such arrays",Behavior Change,"The handling of abstract class array declarators was unclear, particularly when the class template was incomplete at declaration and later instantiated. This caused implementation variance and problematic behavior during overload resolution.",https://cplusplus.github.io/ - WG21 CWG Issue 1640
106,https://wg21.cmeerw.net/cwg/issue2332,2025-11-03 17:07:49,success,,template-name as simple-type-name vs injected-class-name,WG21 CWG Issues,C++,"2019-02-15 (Accepted as a DR at the February, 2019 meeting)",,Cross-reference to §13.8.2 [temp.local],Behavior Change,"Clarifies that injected-class-name is a type-name and not a template-name in specific contexts, preventing ambiguity and ensuring compliance with the intended deduced class type rules.",https://cmeerw.org/issues/2332
105,https://wg21.cmeerw.net/cwg/issue2277,2025-11-03 17:07:48,success,,Ambiguity inheriting constructors with default arguments,,C++,,,Resolution of issue 2273,Behavior Change,"The ambiguity caused by inheriting constructors and functions with default arguments, particularly when deriving from a base class, led to unintended behavior. The change aligns derived-class functions to take precedence over ones inherited from the base class, ensuring consistency with intended behavior described in [namespace.udecl].",https://cmeerw.org/issues/2277
107,https://wg21.cmeerw.net/cwg/issue2381,2025-11-03 17:07:50,success,,Composite pointer type of pointers to plain and noexcept member functions,WG21 CWG Issues,C++,,,,Behavior Change,The composite pointer type definition required modification to properly accommodate the conversion of types involving member functions marked as `noexcept`.,https://cmeerw.org/issues/2381
108,https://wg21.cmeerw.net/cwg/issue2437,2025-11-03 17:07:51,success,,defaulted operator<=>,std::strong_ordering,C++,,,,Behavior Change,The conversion of `std::strong_ordering::equal` in a defaulted `operator<=>` was deemed meaningless due to the lack of a specified conversion kind. Consistency with existing overload resolution conventions suggested the use of `static_cast<R>(std::strong_ordering::equal)` as the correct approach.,https://wg21.cmeerw.org/cwg/issue2437
109,https://wg21.cmeerw.net/cwg/issue1646,2025-11-03 17:07:52,success,,decltype-specifiers,WG21 CWG (International Organization for Standardization Language Extensions),C++,,,,Behavior Change,"To prevent the detection of deduction failure in specific cases, such as where function template specialization return types involve abstract classes.",https://wg21.cmeerw.org/issues/cwg/1646
110,https://wg21.cmeerw.net/cwg/issue2103,2025-11-03 17:07:52,success,,odr-use of a reference (Lvalue-to-rvalue conversion),WG21 CWG Issues,C++,Issue 1741 (date unknown),,Resolution of issue 2083,Behavior Change,Issue 1741 accidentally caused [basic.def.odr] to indicate that an lvalue-to-rvalue conversion is necessary for the odr-use of a reference. This behavior was incorrect and was revised to ensure that any appearance of the reference name in a potentially-evaluated expression requires the reference to be defined.,https://cmeerw.org/issues/2103
113,https://wg21.cmeerw.net/cwg/issue2382,2025-11-03 17:07:54,success,,new-expression (placement new array allocation overhead),Standard C++ Library,C++,,,,Behavior Change,The change addressed the ambiguity in handling array allocation overhead for non-allocating placement new operations and introduced clear rules to improve consistency and correctness in behavior for such operations.,https://wg21.cmeerw.org/cwg/issue2382
111,https://wg21.cmeerw.net/cwg/issue2278,2025-11-03 17:07:54,success,,Copy Elision in Constant Expressions,,C++,,,,Behavior Change,The change was implemented because it is mathematically impossible to guarantee named return value optimization in all cases of constant expression evaluation.,https://cmeerw.org/issues/2278
112,https://wg21.cmeerw.net/cwg/issue2336,2025-11-03 17:07:54,success,,Destructor characteristics,WG21 CWG,C++,,,,Behavior Change,To resolve inconsistencies and problems regarding destructors' exception specifications and their consideration for potentially constructed subobjects.,https://cplusplus.github.io/LWG/lwg-active.html#2336
114,https://wg21.cmeerw.net/cwg/issue2439,2025-11-03 17:07:56,success,,std::is_constant_evaluated,C++ Standard Library,C++,c++20,,,Behavior Change,"The definition of “usable in constant expressions” included an undefined term, 'initialized with a constant expression,' which caused issues with the behavior of `std::is_constant_evaluated`. The change aimed to improve clarity and correctness by adopting the term 'is constant-initialized' instead.",https://wg21.link/cwg2439
116,https://wg21.cmeerw.net/cwg/issue2112,2025-11-03 17:07:57,success,,new auto{x},,C++,,,,Behavior Change,"The restriction on `new-expression` was revised to allow a single-element braced-init-list, aligning with the allowance of `auto v{x};` in order to ensure consistency.",https://cmeerw.org/issues/2112
115,https://wg21.cmeerw.net/cwg/issue1704,2025-11-03 17:07:56,success,,explicit instantiation for variable templates,WG21 CWG Issues,C++,,,,Behavior Change,Clarify type checking in explicit instantiation declarations for variable templates. Address confusion around whether the declaration type must exactly match the instantiated specialization.,https://cmeerw.org/issues/1704
117,https://wg21.cmeerw.net/cwg/issue2280,2025-11-03 17:07:57,success,,placement deallocation function matching placement allocation function,WG21 CWG Issues,C++,,,,Behavior Change,"To resolve ambiguity and program ill-formed behavior when a usual deallocation function (e.g., one with a parameter of type `std::size_t`) matches the declaration of a placement allocation function.",https://cmeerw.org/issues/2280
118,https://wg21.cmeerw.net/cwg/issue2338,2025-11-03 17:08:00,success,,static_cast for integral and enumeration types,language standard library,C++,,,,Behavior Change,"To address undefined behavior when converting values to enumeration types with fixed underlying types, ensuring better compatibility between integral conversions and enumeration definition.",WG21 CWG Issue 2338 documentation at https://cmeerw.org/issues/2338
119,https://wg21.cmeerw.net/cwg/issue2384,2025-11-03 17:08:00,success,,Conversion Function Templates and Qualification Conversions,,C++,December 2018,,,API Removal,The rule described in 13.10.3.4 [temp.deduct.conv] paragraph 7 is not widely implemented and may not be desirable.,https://wg21.cmeerw.org/issue2384
120,https://wg21.cmeerw.net/cwg/issue2441,2025-11-03 17:08:00,success,,inline function parameters,,C++,c++20,,,Parameter Change,The inline specifier was disallowed for function parameters as they are not block scope declarations and should not be declared inline.,https://cmeerw.org/issues/2441
121,https://wg21.cmeerw.net/cwg/issue1728,2025-11-03 17:08:01,success,,variable template explicit instantiation,WG21 CWG Issues,C++,,,Resolution of issue 1704,Behavior Change,Clarification regarding the type matching of explicit instantiations for variable templates.,https://cmeerw.org/issues/1728
122,https://wg21.cmeerw.net/cwg/issue2126,2025-11-03 17:08:01,success,,Lifetime-extended temporaries in constant expressions,WG21 CWG Issues,C++,,,,Behavior Change,To ensure that lifetime-extended temporaries of const-qualified literal type initialized by constant expressions are treated as usable in constant expressions.,https://cmeerw.org/issues/2126
